Code,Tweet
Neither,That sound you hear is the NYT columnists tripping over themselves to be the first to publish an op-ed defending Ro... https://t.co/ms6gBUHN7L
Anti-Roseanne,@ABC   Regarding Rosanne As they say you can take Roseanne out of the trash but you can't take The trash out of Ros... https://t.co/BpXhHkS6Bj
Neither,@zoesaldana @therealroseanne @ABCNetwork @RoseanneOnABC Does this person ever get something for you?
Anti-Roseanne,Can you remember a time when Roseanne Barr wasn't a huge piece of shit? Cause I can't.
Neither,@JanJame43208314 @0htheguilt @therealroseanne its okay if you all spread hate; but I think ABC and all are racist -... https://t.co/eE8PtQ16yV
Anti-Roseanne,@therealroseanne Please don't leave twitter..  where will we all get our laughs if not at the expense of an abusive... https://t.co/wDkhRm7xcV
Anti-Roseanne,I don't feel sorry for @therealroseanne she deserved to be fired for being a racist pig. I feel sorry for everyone... https://t.co/memMykFprK
Anti-Roseanne,@therealroseanne You ruined my life!!!
Neither,haha get fucked nerds  https://t.co/Jky6OFfSqd
Neither,Roseanne
Pro-Roseanne,@therealroseanne Don't leave
Neither,Roseanne
Anti-Roseanne,@ABC time to take Roseanne Barr off TV. Stop being tone deaf. She has crossed a line that should never be crossed.... https://t.co/1E1kUdLn2e
Neither,One of the hardest things about loving all people is accepting the harsh reality that not everyone loves you back.... https://t.co/yT6nl2Bzdw
Anti-Roseanne,@THEsaragilbert Roseanne caused you to lose your job because of her racist ways. My mom used to say
Neither,@have_some_salt @Juliess31 @CarmineSabia @therealroseanne I think the lesson here is that celebrities don't underst... https://t.co/eEdmqj13lp
Neither,ABC drops Roseanne show after racist tweet - https://t.co/lEB7kEDhs3
Neither,@TheTweetOfGod @realDonaldTrump @therealroseanne
Neither,Roseanne
Neither,@CillizzaCNN lucky.  I wanna get roasted by roseanne
Neither,@WorldOfWard @RealAlexJones @therealroseanne WE HAVE PROVEN HIGH TREASON CRIMINAL FRAUD CONGRESS/SENATE/PRESIDENTS.... https://t.co/3JzTAdTgxA
Neither,@bapartofmylife @therealroseanne @Lindapearl2 @BarbieBee63 @smidgean @DanWall75723618 @Sassafras_Knob @savtah8 Your... https://t.co/QIsOBYqIyu
Neither,@NaplesAlleycat @nysports1975 @EdKrassen @therealroseanne Whatever that means in the Universe.  This is just a back... https://t.co/Ayg3jHqyOS
Neither,@JesseKellyDC I never saw the Roseanne reboot. I will note that Disney-owned ESPN rehired Keith 'Trump Na... https://t.co/EwSiV8v3OJ
Anti-Roseanne,Guess the joke is on you huh??  @therealroseanne
Neither,Roseanne
Anti-Roseanne,@therealroseanne how does it feel knowing that you're the reason why your show was cancelled because of your stupid... https://t.co/KSHEAk4UPz
Pro-Roseanne,@therealroseanne @ChelseaClinton @OpenSociety Thank you
Neither,@RebeccaDante @michaelnorth @Brookssista1 @therealroseanne @Disney @nbc That's why once one posts the correct tweet... https://t.co/mR7RFlJpMp
Neither,"ABC cancels Roseanne following ""abhorrent"
Neither,Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments
Neither,Roseanne' Canceled. Stunning. The age of twitter. https://t.co/CM6I8OWZ8D
Neither,@brooklyn3r @alyciacooper @jodikantor @ValerieJarrett @therealroseanne @ABCNetwork I didn't say it was but neither... https://t.co/5pCLkgpoiz
Neither,@KaysenHarlow @ABCNetwork @therealroseanne She sure was known for that but I did watch the show back in the day
Neither,@kwickymartkidd @RealAlexJones @therealroseanne 'God-fearing'
Anti-Roseanne,@therealroseanne Bye Roseanne
Neither,@carrieksada_ @RWSalt @USAHotLips @ABC @therealroseanne @ArizonaKayte @KatTheHammer1 @kwilli1046 @DonnaWR8... https://t.co/Bb3hJP8NN5
Pro-Roseanne,@ABCNetwork won't be watching your network period. You've been looking to cancel this @therealroseanne show from th... https://t.co/LEjHhHUgtM
Neither,@soonerrick @debralynnsmith3 @therealroseanne Christian? What a liar.
Neither,BREAKING: ABC cancels Roseanne after 'abhorrent
Neither,Roseanne
Anti-Roseanne,Roseanne trashing her beloved brand so she could expose herself as the racist she's been all along is the story of... https://t.co/UOHjf6PvsT
Neither,@arcandost @RobinDaniels3 @therealroseanne @ChelseaClinton @OpenSociety young and uneducated trump humpers don't ha... https://t.co/HoajjnpRzl
Pro-Roseanne,@therealroseanne stronger then ever before.
Neither,That was before I had even seen the Valerie Jarrett tweet. I imagine Roseanne is having a really bad day. Rarely ha... https://t.co/9K6zDXSz6K
Anti-Roseanne,When Roseanne got too comfortable after seeing her viewership score she went in hard on the racism. Shame to all th... https://t.co/XXtHOU6ndW
Anti-Roseanne,You know it's bad when @FOXTV is condemning @therealroseanne you know you're in trouble deep.
Pro-Roseanne,@therealroseanne The left are a bunch of hypocritical snowflakes. You keep doing your thing @therealroseanne. We al... https://t.co/ox3UaurmQ7
Anti-Roseanne,@therealroseanne You are not sorry for your words
Anti-Roseanne,@therealroseanne How many hard-working people just lost their jobs because of your racistism? That tweet had nothin... https://t.co/KU5QPHPa0m
Anti-Roseanne,@therealroseanne Too little too late you racist pig. Many of us already knew you are trash but thanks for shedding... https://t.co/cGS0poDuyI
Anti-Roseanne,@therealroseanne Not accepted  You are now irrelevant 
Anti-Roseanne,HA HA HA @therealroseanne's stupid racist ass got herself FIRED.   FUCK ROSEANNE and FUCK her cheesy show. GOOD RIDDANCE!!
Neither,ABC abruptly canceled 'Roseanne' after the show's star made a controversial tweet.   https://t.co/86ZjMj5dQJ
Neither,@jenny_aten @therealroseanne Jenny please continue taking your antidepressants and maybe try a handful next time
Neither,New post (Celebrities slam Roseanne Barr: 'Should be fired') has been published on Celeb Central -... https://t.co/MiYvQdFhDc
Neither,@KurtSchlichter @therealroseanne Didn't he?
Anti-Roseanne,@AprilDRyan I feel sorry for the collateral damage
Pro-Roseanne,@harjo111 @Alisand3 @OliverMcGee @ABC @therealroseanne I'm with you!
Neither,@RogueFirstLady Would never work for a Trump not a Roseanne.
Anti-Roseanne,Roseanne did this to her self
Anti-Roseanne,Thanks @therealroseanne for being such a shitty person. @DisneyStudios don't play!!!!
Anti-Roseanne,@therealroseanne's tweets never escalated. She was this racist last year and the year before last. She's always bee... https://t.co/PzLPwLjDbI
Neither,Roseanne
Neither,Roseanne' Canceled By ABC After Racist  Tweets https://t.co/qPQhKrl83W via @deadline
Neither,@TheFive I know you will be talkin about Roseanne ad nauseaum but what Americans need 2 know about is this Tommy Ro... https://t.co/6C4P2SSpkx
Neither,@shoegoddesss @niffer1283 @DonCheadle @RoseanneOnABC @therealroseanne What the hell are you talking about. Liberal
Neither,Dis
Neither,I fux with the original Roseanne show but I wonder how much racist shit was said in the original run of the show lo... https://t.co/EqKfDgOaSP
Neither,@HamillHimself @THR Let's see if cast follows or do they want to join the birther @therealroseanne club...their cho... https://t.co/4sq6zVPHwX
Neither,@DailyMirror For the record I said the same thing about watching @therealroseanne
Anti-Roseanne,@creolecajun @therealroseanne I refused to support that ravist pogs show in the 1st place
Neither,@therealroseanne Such sincerity...... not.
Anti-Roseanne,looks like the Devil loves your show. too bad ABC doesn't. ciao Roseanne Barrf @therealroseanne https://t.co/5qH8Refnm3
Anti-Roseanne,@therealroseanne Leave twitter
Neither,@therealroseanne https://t.co/796ysmfN6U
Neither,everyonestalking
Neither,@clint4usa @FoxNews @JessicaTarlov @therealroseanne Same here
Neither,ABC Cancels 'Roseanne' Reboot After Barr's Tweet About Obama Aide @NBCPhiladelphia  https://t.co/dBVPAevrPR
Neither,roseanne
Neither,@NewWestSandy @ParksideGal @ABCNetwork @therealroseanne Obviously they didn't.
Anti-Roseanne,Roseanne' is canceled after star's racist tweet  Thank goodness!  https://t.co/DkP5fJJFPH
Anti-Roseanne,@therealroseanne Bye bitch!!!
Anti-Roseanne,@therealroseanne Leave the planet.
Anti-Roseanne,WTH Is A Roseanne...Weak Ass Show.
Neither,Roseanne Barr let her mouth kick her ass. She'll get through it
Anti-Roseanne,@therealroseanne Joke is on you now!
Neither,Roseanne
Anti-Roseanne,@Stonekettle I agree with you. I never liked Roseanne but... https://t.co/a3mMOcMKhe
Neither,ABC cancels 'Roseanne' after show's star compared Obama adviser to 'ape' https://t.co/sLHdOgcAQj via @nbcnews
Pro-Roseanne,@therealroseanne Don't apologize for comedy.
Neither,@lisaw4life @adi_georgescu @chefjay55 @TwitterMoments But I bet Fox picks up Roseanne - not thar it makes it right... https://t.co/s8DuPL3lov
Neither,ABC cancels 'Roseanne' following Roseanne Barr's racist tweet targeting Obama adviser https://t.co/FX4AdMXMZQ
Neither,@therealroseanne  https://t.co/YGKyhNJ7qe
Anti-Roseanne,@therealroseanne Shut up bitch! Just return to the shadows where u belong.
Neither,@vachilly64 @FOXTV Mary just told me Roseanne was cancelled for bad-mouthing Obama. I agree! BTW
Neither,1A
Neither,Roseanne cancelled: ABC scraps sitcom after actor's racist tweets  https://t.co/phKlSfi39r
Neither,@bblizak She dones https://t.co/CFNaW9j5D8 ABC cancels 'Roseanne' after Roseanne Barr compares black Obama aide Jarrett to an ape
Neither,@Louzephyr76 @therealroseanne @MARS0411 @385parkplace @SGTreport I have friends...the fact that they're black doesn... https://t.co/4yuwN2YKYC
Neither,@DeadlyCyclone @mitchellvii I'm sorry if the joke made you cry.   It was a joke. Roseanne I dont believe for one se... https://t.co/VwzaZhUTyB
Anti-Roseanne,@therealroseanne Goodbye don't let the door hit you on your way out you piece of shit racist loser now go away neve... https://t.co/8Kkt5Rolah
Neither,TuesdayThoughts
Anti-Roseanne,@ABCNetwork Thank you @ABCNetwork for doing the right thing
Neither,@vol4life999 @mehransharmini @mojopo @therealroseanne @ChelseaClinton @OpenSociety You must have a problem listenin... https://t.co/uXhBBIkSMk
Neither,@zoesaldana @therealroseanne @ABCNetwork @RoseanneOnABC And that's the end of that.... https://t.co/kExgFj7BB7  I d... https://t.co/irNOkEuv5m
Neither,@JimmySmagula @therealroseanne @ABCNetwork Oh please
Anti-Roseanne,@mahoumelonball @therealroseanne F off
Pro-Roseanne,@therealroseanne #FREESPEECH#BRINGBACKROSEANNE
Pro-Roseanne,@ABCNetwork screw you!!!! Bring back 'Roseanne'. Leftist TV networks only want to cancel the shows where the main c... https://t.co/ix3V8J8jRP
Neither,@realmikepacker @Sarah_G_Barker @EdKrassen @therealroseanne Poor Mike he thinks he's bright but the world knows better.
Neither,@SAskew49 @marthamaccallum @therealroseanne @RealCandaceO     how so? Apples and oranges.
Neither,roseanne got cancelled https://t.co/enevqAMLEH
Anti-Roseanne,@therealroseanne As a comedian you should know what the definition of 'joke' is. What you said was no joke. Who can... https://t.co/4a73mo93xP
Anti-Roseanne,@AnthonyJMcGirr @Dougmtintown @TedNugent Her attempt to 'humanize' Trump supporters immediately reveals everything... https://t.co/oTLaXYkcUZ
Pro-Roseanne,@TwittaChicca @Feisty_FL @ABC @therealroseanne ABC is dead to me.  Fire Joy Behar.
Neither,@therealroseanne                                        my mood. Please send a laugh.
Neither,@VanGauthier3 @FoxNews @therealroseanne Elections from the last year = reality vance. More to come
Neither,@JonahNRO maybe -- hear me out -- it's all a novel written by dan after roseanne dies just a novel... https://t.co/KMz6AFb6zT
Pro-Roseanne,@therealroseanne Don't let them win!! That's what they want @therealroseanne you was one of the few we had speaking... https://t.co/SEJDAsjOM5
Anti-Roseanne,@lsarsour Racism is Racism r u tone deaf? Roseanne has stated that a black woman looked like an ape? Is that not racist?
Pro-Roseanne,IStandWithRosanne
Neither,@AllenWatson23 @ABCNetwork @RoseanneOnABC @therealroseanne @CNNMoney
Neither,ByeFelicia
Neither,Roseanne
Neither,@andygh26 @soonerrick @debralynnsmith3 @therealroseanne
Anti-Roseanne,ROSEANNE's cancelled? Huh. Nice to see the roach spray works.  I can see the whole of the internet screaming this d... https://t.co/0K7Kh18ip7
Neither,@Milliron681 @andygh26 @soonerrick @debralynnsmith3 @therealroseanne  https://t.co/uSAh9n7aLO
Pro-Roseanne,@ABCNetwork shame on you for punishing Roseanne for exercising freedom of speech. I don't watch your network becaus... https://t.co/WGMGxeJRJ5
Anti-Roseanne,@therealroseanne How about leaving the planet?
Neither,Get Roseanne to a Starbucks now!
Neither,ABC cancels 'Roseanne' after star's racist Twitter rant https://t.co/CsE7XD6msM via @CNNMoney
Neither,@LauraLoomer @therealroseanne Maybe @fox will pick her up
Neither,Roseanne' Writer Wanda Sykes Quits Show Over Roseanne Barr's Racist Ape Tweet - https://t.co/eJCMU2SFPG
Neither,Roseanne
Neither,@TheTweetOfGod @realDonaldTrump @therealroseanne After waking from a nap. So
Neither,@therealroseanne https://t.co/qcqEuZOMwk welcomes you.
Neither,@soonerrick @BethB1213 @therealroseanne @ABCNetwork Yeah and it did happen.
Neither,@danajodrury @therealroseanne Lol whats comady?
Neither,@therealroseanne
Neither,"ABC cancels Roseanne following ""abhorrent"
Anti-Roseanne,@therealroseanne Yuck
Anti-Roseanne,@therealroseanne Ever heard the phrase 'a day late and a dollar short?' That's you.  You never could keep your big... https://t.co/GfXVUZwNyX
Pro-Roseanne,BOYCOTT RATWORLD(AKA DISNEY) to show support for ROSEANNE
Neither,timesup
Neither,Roseanne
Anti-Roseanne,Roseanne is that weird variation of Milkshake Duck Ra... https://t.co/AfmIVEFGp0
Neither,@therealroseanne Didn't you leave like a month ago???
Anti-Roseanne,@therealroseanne Way to help make America great again. How many people just lost jobs because your show was cancele... https://t.co/ejwn4m1gvp
Anti-Roseanne,@therealroseanne FUCK YOU ROSEANNE
Neither,Roseanne
Neither,I remember when Barbara Bush died
Anti-Roseanne,@therealroseanne BOOM! Your'e fired
Neither,@JAmato426 @TheRealJuanJB @therealroseanne @realDonaldTrump Can you share a screenshot or a source link to somethin... https://t.co/aJzb01mmDg
Neither,@TheRealBoughton @ShomahKhoobi @FoxNews @therealroseanne Twitter is brutal. Ya gotta be tough to be here . Speciall... https://t.co/hpjRIHa8df
Neither,@blotter87 @therealroseanne @ABCNetwork When your employed by ABC you likely have a contract that governs your publ... https://t.co/FTKSWMGtS1
Neither,BusinessCards
Anti-Roseanne,*nelson voice* HA you human equivalent of old hotdog water  https://t.co/IgYQGlgLKj
Neither,"It's really sad that freedom of speech on counts of you don't speak out about ""THEM"". @therealroseanne @ABCNetwork... https://t.co/cg4kg9G7p0"
Neither,@Abbiem85569707 @lldubs @ABCNetwork Right now we're talking about Roseanne
Anti-Roseanne,Oncearacistalwaysaracist
Neither,@marthamaccallum @therealroseanne @RealCandaceO Is our culture (culture is what we make it) in fear of backlash or... https://t.co/VjxbSeVJOE
Neither,@KayaJones @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne Not men so much as liberals but true too! Haven't hear... https://t.co/L32VUOhnOl
Neither,@realLibertyTom @therealroseanne I don't think so. I just have a feeling Roseanne isn't going to take this lying do... https://t.co/1dl5s6hjqo
Neither,Roseanne
Neither,Roseanne
Anti-Roseanne,Just for the record I never wanted Roseanne to come back anyway
Neither,See which stars slammed Roseanne Barr for her racist tweet about Valerie Jarrett. https://t.co/ZUcygQQ5Ub
Neither,@steph93065 Roseanne is a Jew Valerie is a black Skin color war  sigh
Neither,@craznar @Alyssa_Milano @therealroseanne @melissamccarthy @michelleisawolf Hahahaha!!!  That would be epic!  Can yo... https://t.co/uAZiRPflps
Pro-Roseanne,@therealcornett @JJDJ1187 @therealroseanne Boycott ABC
Neither,"ABC cancela ""Roseanne"" por tuit racista de su  estrella https://t.co/IDOfknAL4Y"
Neither,Roseanne' Canceled By ABC https://t.co/qekL4DfHLm
Neither,@therealroseanne @spiderwebb1956 @PACNWGUY01
Neither,@RacerX57217102 @stewravitz @THEsaragilbert @therealroseanne @ABCNetwork it was for a jewish magazine
Pro-Roseanne,@therealroseanne Hope you come back soon. Haters were going to get you kicked off air no matter what anyways.
Anti-Roseanne,Yay! Thank you ABC for standing up! Cheers    BREAKING: ABC cancels 'Roseanne' after star's racist tweets  https://t.co/90kQwJJjcD
